game_id,chunk_game_id,turn_index_global,round_index,player_id,character,won,turns_to_end,end_reason,turn_progress,reverse_turn_index,alive_players,f_value,own_cash,own_tiles,own_hand_coins,own_shards,own_laps_completed,cash_margin_vs_best,tiles_margin_vs_best,hand_margin_vs_best,shards_margin_vs_best,laps_margin_vs_best,laps_gained,lap_reward_count,used_trick,used_pair_move,landing_purchase,landing_takeover,landing_rent,landing_special,landing_bankrupt,predicted_win_prob
0,0,1,1,4,파발꾼,1,49,ALIVE_THRESHOLD,0.02,49.0,4.0,0.0,16.0,1.0,0.0,4.0,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35232209290665295
0,0,2,1,1,교리 감독관,0,48,ALIVE_THRESHOLD,0.04,48.0,4.0,0.0,17.0,1.0,0.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28467700560963644
0,0,3,1,2,만신,0,47,ALIVE_THRESHOLD,0.06,47.0,4.0,0.0,17.0,1.0,0.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2858311745276866
0,0,4,1,3,객주,0,46,ALIVE_THRESHOLD,0.08,46.0,4.0,0.0,13.0,1.0,0.0,4.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2746412121332132
0,0,5,2,2,파발꾼,0,45,ALIVE_THRESHOLD,0.1,45.0,4.0,0.0,5.0,1.0,0.0,4.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2195966600910654
0,0,6,2,3,교리 감독관,0,44,ALIVE_THRESHOLD,0.12,44.0,4.0,0.0,9.0,2.0,0.0,4.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38156195541539045
0,0,7,2,4,만신,1,43,ALIVE_THRESHOLD,0.14,43.0,4.0,0.0,8.0,1.0,0.0,4.0,0.0,-9.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15617397764846483
0,0,8,2,1,객주,0,42,ALIVE_THRESHOLD,0.16,42.0,4.0,2.0,12.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3472961007499041
0,0,9,3,4,산적,1,41,ALIVE_THRESHOLD,0.18,41.0,4.0,2.0,8.0,1.0,0.0,4.0,0.0,-4.0,-1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2093069236826092
0,0,10,3,3,추노꾼,0,40,ALIVE_THRESHOLD,0.2,40.0,4.0,2.0,8.0,3.0,0.0,4.0,0.0,-4.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4660366547169841
0,0,11,3,1,파발꾼,0,39,ALIVE_THRESHOLD,0.22,39.0,4.0,2.0,4.0,2.0,0.0,6.0,0.0,-4.0,-1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23572131215917266
0,0,12,3,2,만신,0,38,ALIVE_THRESHOLD,0.24,38.0,4.0,2.0,5.0,1.0,0.0,4.0,0.0,-3.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15803389526139078
0,0,13,4,3,어사,0,37,ALIVE_THRESHOLD,0.26,37.0,4.0,1.0,13.0,4.0,0.0,4.0,0.0,5.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6332242558291685
0,0,14,4,4,산적,1,36,ALIVE_THRESHOLD,0.28,36.0,4.0,1.0,8.0,2.0,0.0,4.0,0.0,-5.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18503622519180177
0,0,15,4,2,교리 감독관,0,35,ALIVE_THRESHOLD,0.3,35.0,4.0,1.0,5.0,1.0,0.0,5.0,0.0,-8.0,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09435020917906313
0,0,16,4,1,만신,0,34,ALIVE_THRESHOLD,0.32,34.0,4.0,1.0,7.0,1.0,0.0,6.0,0.0,-6.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09007019071122188
0,0,17,5,4,산적,1,33,ALIVE_THRESHOLD,0.34,33.0,4.0,1.0,8.0,2.0,0.0,4.0,0.0,-5.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17479817894154848
0,0,18,5,3,교리 감독관,0,32,ALIVE_THRESHOLD,0.36,32.0,4.0,1.0,8.0,5.0,0.0,4.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7353911027541035
0,0,19,5,2,만신,0,31,ALIVE_THRESHOLD,0.38,31.0,4.0,1.0,10.0,2.0,0.0,5.0,1.0,2.0,-3.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13932470561561996
0,0,20,5,1,객주,0,30,ALIVE_THRESHOLD,0.4,30.0,4.0,1.0,7.0,1.0,0.0,6.0,0.0,-3.0,-4.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08648140912693812
0,0,21,6,2,산적,0,29,ALIVE_THRESHOLD,0.42,29.0,4.0,0.0,10.0,2.0,0.0,5.0,1.0,2.0,-3.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14115410630410696
0,0,22,6,4,파발꾼,1,28,ALIVE_THRESHOLD,0.44,28.0,4.0,0.0,8.0,2.0,0.0,4.0,0.0,-2.0,-3.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14966935469572845
0,0,23,6,1,교리 감독관,0,27,ALIVE_THRESHOLD,0.46,27.0,4.0,0.0,4.0,1.0,0.0,6.0,1.0,-6.0,-4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06187579999943696
0,0,24,6,3,객주,0,26,ALIVE_THRESHOLD,0.48,26.0,4.0,0.0,8.0,5.0,0.0,4.0,0.0,-2.0,3.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7497596367771305
0,0,25,7,3,파발꾼,0,25,ALIVE_THRESHOLD,0.5,25.0,4.0,2.0,18.0,5.0,0.0,6.0,1.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.742342653444164
0,0,26,7,4,교리 감독관,1,24,ALIVE_THRESHOLD,0.52,24.0,4.0,2.0,23.0,3.0,0.0,4.0,1.0,5.0,-2.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2727384187331841
0,0,27,7,1,만신,0,23,ALIVE_THRESHOLD,0.54,23.0,4.0,2.0,4.0,1.0,0.0,6.0,1.0,-19.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05484892568085393
0,0,28,7,2,사기꾼,0,22,ALIVE_THRESHOLD,0.56,22.0,4.0,3.0,15.0,2.0,0.0,6.0,1.0,-8.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.117402692345761
0,0,29,8,1,파발꾼,0,21,ALIVE_THRESHOLD,0.58,21.0,4.0,2.0,4.0,1.0,0.0,6.0,1.0,-19.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.059165103942613054
0,0,30,8,2,교리 감독관,0,20,ALIVE_THRESHOLD,0.6,20.0,4.0,2.0,15.0,2.0,0.0,6.0,1.0,-8.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1284133715291465
0,0,31,8,3,만신,0,19,ALIVE_THRESHOLD,0.62,19.0,4.0,3.0,15.0,6.0,0.0,7.0,1.0,-8.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7694559646774282
0,0,32,8,4,객주,1,18,ALIVE_THRESHOLD,0.64,18.0,4.0,3.0,18.0,4.0,0.0,4.0,1.0,3.0,-2.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29512318149708827
0,0,33,9,2,추노꾼,0,17,ALIVE_THRESHOLD,0.66,17.0,4.0,3.0,15.0,2.0,0.0,6.0,1.0,-3.0,-4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10474461517538311
0,0,34,9,1,교리 감독관,0,16,ALIVE_THRESHOLD,0.68,16.0,3.0,3.0,4.0,0.0,0.0,6.0,1.0,-14.0,-6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.01644400136302124
0,0,35,9,4,만신,1,15,ALIVE_THRESHOLD,0.7,15.0,3.0,7.0,18.0,4.0,0.0,8.0,1.0,3.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29520387502896983
0,0,36,9,3,객주,0,14,ALIVE_THRESHOLD,0.72,14.0,3.0,8.0,15.0,6.0,0.0,8.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.707158828488837
0,0,37,10,2,산적,0,13,ALIVE_THRESHOLD,0.74,13.0,3.0,8.0,5.0,2.0,0.0,6.0,1.0,-13.0,-4.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07462929248123538
0,0,38,10,4,교리 감독관,1,12,ALIVE_THRESHOLD,0.76,12.0,3.0,9.0,23.0,5.0,0.0,9.0,1.0,8.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5056892318680535
0,0,39,10,3,만신,0,11,ALIVE_THRESHOLD,0.78,11.0,3.0,9.0,14.0,7.0,0.0,8.0,1.0,-9.0,2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7655536361116088
0,0,40,11,2,파발꾼,0,10,ALIVE_THRESHOLD,0.8,10.0,3.0,9.0,5.0,2.0,0.0,6.0,2.0,-18.0,-5.0,0.0,-3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044391232508307676
0,0,41,11,3,교리 감독관,0,9,ALIVE_THRESHOLD,0.82,9.0,3.0,9.0,20.0,6.0,0.0,8.0,1.0,-3.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6669681301393109
0,0,42,11,4,사기꾼,1,8,ALIVE_THRESHOLD,0.84,8.0,3.0,9.0,12.0,6.0,0.0,9.0,1.0,-8.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5730015922796121
0,0,43,12,3,추노꾼,0,7,ALIVE_THRESHOLD,0.86,7.0,3.0,9.0,15.0,7.0,0.0,8.0,1.0,3.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.761902028962013
0,0,44,12,2,파발꾼,0,6,ALIVE_THRESHOLD,0.88,6.0,3.0,9.0,5.0,2.0,0.0,6.0,2.0,-10.0,-5.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060678643694848385
0,0,45,12,4,교리 감독관,1,5,ALIVE_THRESHOLD,0.9,5.0,3.0,9.0,13.0,6.0,3.0,9.0,2.0,-2.0,-1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49882290770238064
